year,column_name,total_count,count_not_nulls,survey_table_name
2019,GRRACE24,50493,0,GraduationRates_GR
2018,GRRACE24,51906,0,GraduationRates_GR
2017,GRRACE24,54747,0,GraduationRates_GR
2016,GRRACE24,55737,0,GraduationRates_GR
2015,GRRACE24,57349,0,GraduationRates_GR
2014,GRRACE24,57384,0,GraduationRates_GR
2013,GRRACE24,56801,0,GraduationRates_GR
2012,GRRACE24,56221,0,GraduationRates_GR
2011,GRRACE24,55366,0,GraduationRates_GR
2010,GRRACE24,43214,0,GraduationRates_GR
2009,GRRACE24,42316,0,GraduationRates_GR
2008,GRRACE24,36490,0,GraduationRates_GR
2007,GRRACE24,35953,35953,GraduationRates_GR
2006,GRRACE24,35217,35217,GraduationRates_GR
2005,GRRACE24,34874,34874,GraduationRates_GR
2004,GRRACE24,34155,34155,GraduationRates_GR
2021,GRTOTLM,49539,45583,GraduationRates_GR
2020,GRTOTLM,50103,46033,GraduationRates_GR
2019,GRTOTLM,50493,46373,GraduationRates_GR
2018,GRTOTLM,51906,47599,GraduationRates_GR
2017,GRTOTLM,54747,50014,GraduationRates_GR
2016,GRTOTLM,55737,50834,GraduationRates_GR
2015,GRTOTLM,57349,52247,GraduationRates_GR
2014,GRTOTLM,57384,52075,GraduationRates_GR
2013,GRTOTLM,56801,51562,GraduationRates_GR
2012,GRTOTLM,56221,50852,GraduationRates_GR
2011,GRTOTLM,55366,49974,GraduationRates_GR
2010,GRTOTLM,43214,37943,GraduationRates_GR
2009,GRTOTLM,42316,37075,GraduationRates_GR
2008,GRTOTLM,36490,36490,GraduationRates_GR
2007,GRTOTLM,35953,0,GraduationRates_GR
2006,GRTOTLM,35217,0,GraduationRates_GR
2005,GRTOTLM,34874,0,GraduationRates_GR
2004,GRTOTLM,34155,0,GraduationRates_GR
2021,GRTOTLT,49539,49539,GraduationRates_GR
2020,GRTOTLT,50103,50103,GraduationRates_GR
2019,GRTOTLT,50493,50493,GraduationRates_GR
2018,GRTOTLT,51906,51906,GraduationRates_GR
2017,GRTOTLT,54747,54747,GraduationRates_GR
2016,GRTOTLT,55737,55737,GraduationRates_GR
2015,GRTOTLT,57349,57349,GraduationRates_GR
2014,GRTOTLT,57384,57384,GraduationRates_GR
2013,GRTOTLT,56801,56801,GraduationRates_GR
2012,GRTOTLT,56221,56221,GraduationRates_GR
2011,GRTOTLT,55366,55366,GraduationRates_GR
2010,GRTOTLT,43214,43214,GraduationRates_GR
2009,GRTOTLT,42316,42316,GraduationRates_GR
2008,GRTOTLT,36490,36490,GraduationRates_GR
2007,GRTOTLT,35953,0,GraduationRates_GR
2006,GRTOTLT,35217,0,GraduationRates_GR
2005,GRTOTLT,34874,0,GraduationRates_GR
2004,GRTOTLT,34155,0,GraduationRates_GR
2021,GRTOTLW,49539,45583,GraduationRates_GR
2020,GRTOTLW,50103,46033,GraduationRates_GR
2019,GRTOTLW,50493,46373,GraduationRates_GR
2018,GRTOTLW,51906,47599,GraduationRates_GR
2017,GRTOTLW,54747,50014,GraduationRates_GR
2016,GRTOTLW,55737,50834,GraduationRates_GR
2015,GRTOTLW,57349,52247,GraduationRates_GR
2014,GRTOTLW,57384,52075,GraduationRates_GR
2013,GRTOTLW,56801,51562,GraduationRates_GR
2012,GRTOTLW,56221,50852,GraduationRates_GR
2011,GRTOTLW,55366,49974,GraduationRates_GR
2010,GRTOTLW,43214,37943,GraduationRates_GR
2009,GRTOTLW,42316,37075,GraduationRates_GR
2008,GRTOTLW,36490,36490,GraduationRates_GR
2007,GRTOTLW,35953,0,GraduationRates_GR
2006,GRTOTLW,35217,0,GraduationRates_GR
2005,GRTOTLW,34874,0,GraduationRates_GR
2004,GRTOTLW,34155,0,GraduationRates_GR
2021,GRTYPE,49539,49539,GraduationRates_GR
2020,GRTYPE,50103,50103,GraduationRates_GR
2019,GRTYPE,50493,50493,GraduationRates_GR
2018,GRTYPE,51906,51906,GraduationRates_GR
2017,GRTYPE,54747,54747,GraduationRates_GR
2016,GRTYPE,55737,55737,GraduationRates_GR
2015,GRTYPE,57349,57349,GraduationRates_GR
2014,GRTYPE,57384,57384,GraduationRates_GR
2013,GRTYPE,56801,56801,GraduationRates_GR
2012,GRTYPE,56221,56221,GraduationRates_GR
2011,GRTYPE,55366,55366,GraduationRates_GR
2010,GRTYPE,43214,43214,GraduationRates_GR
2009,GRTYPE,42316,42316,GraduationRates_GR
2008,GRTYPE,36490,36490,GraduationRates_GR
2007,GRTYPE,35953,35953,GraduationRates_GR
2006,GRTYPE,35217,35217,GraduationRates_GR
2005,GRTYPE,34874,34874,GraduationRates_GR
2004,GRTYPE,34155,34155,GraduationRates_GR
2021,GRTYPE_label,49539,49539,GraduationRates_GR
2020,GRTYPE_label,50103,50103,GraduationRates_GR
2019,GRTYPE_label,50493,50493,GraduationRates_GR
2018,GRTYPE_label,51906,51906,GraduationRates_GR
2017,GRTYPE_label,54747,54747,GraduationRates_GR
2016,GRTYPE_label,55737,55737,GraduationRates_GR
2015,GRTYPE_label,57349,57349,GraduationRates_GR
2014,GRTYPE_label,57384,57384,GraduationRates_GR
2013,GRTYPE_label,56801,56801,GraduationRates_GR
2012,GRTYPE_label,56221,56221,GraduationRates_GR
2011,GRTYPE_label,55366,55366,GraduationRates_GR
2010,GRTYPE_label,43214,42942,GraduationRates_GR
2009,GRTYPE_label,42316,42316,GraduationRates_GR
2008,GRTYPE_label,36490,36490,GraduationRates_GR
2007,GRTYPE_label,35953,35953,GraduationRates_GR
2006,GRTYPE_label,35217,35217,GraduationRates_GR
2005,GRTYPE_label,34874,34874,GraduationRates_GR
2004,GRTYPE_label,34155,34155,GraduationRates_GR
2021,GRUNKNM,49539,45583,GraduationRates_GR
2020,GRUNKNM,50103,46033,GraduationRates_GR
2019,GRUNKNM,50493,46373,GraduationRates_GR
2018,GRUNKNM,51906,47599,GraduationRates_GR
2017,GRUNKNM,54747,50014,GraduationRates_GR
2016,GRUNKNM,55737,50834,GraduationRates_GR
2015,GRUNKNM,57349,52247,GraduationRates_GR
2014,GRUNKNM,57384,52075,GraduationRates_GR
2013,GRUNKNM,56801,51562,GraduationRates_GR
2012,GRUNKNM,56221,50852,GraduationRates_GR
2011,GRUNKNM,55366,49974,GraduationRates_GR
2010,GRUNKNM,43214,37943,GraduationRates_GR
2009,GRUNKNM,42316,37075,GraduationRates_GR
2008,GRUNKNM,36490,36490,GraduationRates_GR
2007,GRUNKNM,35953,0,GraduationRates_GR
2006,GRUNKNM,35217,0,GraduationRates_GR
2005,GRUNKNM,34874,0,GraduationRates_GR
2004,GRUNKNM,34155,0,GraduationRates_GR
2021,GRUNKNT,49539,45583,GraduationRates_GR
2020,GRUNKNT,50103,46033,GraduationRates_GR
2019,GRUNKNT,50493,46373,GraduationRates_GR
2018,GRUNKNT,51906,47599,GraduationRates_GR
2017,GRUNKNT,54747,50014,GraduationRates_GR
2016,GRUNKNT,55737,50834,GraduationRates_GR
2015,GRUNKNT,57349,52247,GraduationRates_GR
2014,GRUNKNT,57384,52075,GraduationRates_GR
2013,GRUNKNT,56801,51562,GraduationRates_GR
2012,GRUNKNT,56221,50852,GraduationRates_GR
2011,GRUNKNT,55366,49974,GraduationRates_GR
2010,GRUNKNT,43214,37943,GraduationRates_GR
2009,GRUNKNT,42316,37075,GraduationRates_GR
2008,GRUNKNT,36490,36490,GraduationRates_GR
2007,GRUNKNT,35953,0,GraduationRates_GR
2006,GRUNKNT,35217,0,GraduationRates_GR
2005,GRUNKNT,34874,0,GraduationRates_GR
2004,GRUNKNT,34155,0,GraduationRates_GR
2021,GRUNKNW,49539,45583,GraduationRates_GR
2020,GRUNKNW,50103,46033,GraduationRates_GR
2019,GRUNKNW,50493,46373,GraduationRates_GR
2018,GRUNKNW,51906,47599,GraduationRates_GR
2017,GRUNKNW,54747,50014,GraduationRates_GR
2016,GRUNKNW,55737,50834,GraduationRates_GR
2015,GRUNKNW,57349,52247,GraduationRates_GR
2014,GRUNKNW,57384,52075,GraduationRates_GR
2013,GRUNKNW,56801,51562,GraduationRates_GR
2012,GRUNKNW,56221,50852,GraduationRates_GR
2011,GRUNKNW,55366,49974,GraduationRates_GR
2010,GRUNKNW,43214,37943,GraduationRates_GR
2009,GRUNKNW,42316,37075,GraduationRates_GR
2008,GRUNKNW,36490,36490,GraduationRates_GR
2007,GRUNKNW,35953,0,GraduationRates_GR
2006,GRUNKNW,35217,0,GraduationRates_GR
2005,GRUNKNW,34874,0,GraduationRates_GR
2004,GRUNKNW,34155,0,GraduationRates_GR
2021,GRWHITM,49539,45583,GraduationRates_GR
2020,GRWHITM,50103,46033,GraduationRates_GR
2019,GRWHITM,50493,46373,GraduationRates_GR
2018,GRWHITM,51906,47599,GraduationRates_GR
2017,GRWHITM,54747,50014,GraduationRates_GR
2016,GRWHITM,55737,50834,GraduationRates_GR
2015,GRWHITM,57349,52247,GraduationRates_GR
2014,GRWHITM,57384,52075,GraduationRates_GR
2013,GRWHITM,56801,51562,GraduationRates_GR
2012,GRWHITM,56221,50852,GraduationRates_GR
2011,GRWHITM,55366,49974,GraduationRates_GR
2010,GRWHITM,43214,12484,GraduationRates_GR
2009,GRWHITM,42316,7127,GraduationRates_GR
2008,GRWHITM,36490,3571,GraduationRates_GR
2007,GRWHITM,35953,0,GraduationRates_GR
2006,GRWHITM,35217,0,GraduationRates_GR
2005,GRWHITM,34874,0,GraduationRates_GR
2004,GRWHITM,34155,0,GraduationRates_GR
2021,GRWHITT,49539,45583,GraduationRates_GR
2020,GRWHITT,50103,46033,GraduationRates_GR
2019,GRWHITT,50493,46373,GraduationRates_GR
2018,GRWHITT,51906,47599,GraduationRates_GR
2017,GRWHITT,54747,50014,GraduationRates_GR
2016,GRWHITT,55737,50834,GraduationRates_GR
2015,GRWHITT,57349,52247,GraduationRates_GR
2014,GRWHITT,57384,52075,GraduationRates_GR
2013,GRWHITT,56801,51562,GraduationRates_GR
2012,GRWHITT,56221,50852,GraduationRates_GR
2011,GRWHITT,55366,49974,GraduationRates_GR
2010,GRWHITT,43214,12484,GraduationRates_GR
2009,GRWHITT,42316,7127,GraduationRates_GR
2008,GRWHITT,36490,3571,GraduationRates_GR
2007,GRWHITT,35953,0,GraduationRates_GR
2006,GRWHITT,35217,0,GraduationRates_GR
2005,GRWHITT,34874,0,GraduationRates_GR
2004,GRWHITT,34155,0,GraduationRates_GR
2021,GRWHITW,49539,45583,GraduationRates_GR
2020,GRWHITW,50103,46033,GraduationRates_GR
2019,GRWHITW,50493,46373,GraduationRates_GR
2018,GRWHITW,51906,47599,GraduationRates_GR
2017,GRWHITW,54747,50014,GraduationRates_GR
2016,GRWHITW,55737,50834,GraduationRates_GR
2015,GRWHITW,57349,52247,GraduationRates_GR
2014,GRWHITW,57384,52075,GraduationRates_GR
2013,GRWHITW,56801,51562,GraduationRates_GR
2012,GRWHITW,56221,50852,GraduationRates_GR
2011,GRWHITW,55366,49974,GraduationRates_GR
2010,GRWHITW,43214,12484,GraduationRates_GR
2009,GRWHITW,42316,7127,GraduationRates_GR
2008,GRWHITW,36490,3571,GraduationRates_GR
2007,GRWHITW,35953,0,GraduationRates_GR
2006,GRWHITW,35217,0,GraduationRates_GR
2005,GRWHITW,34874,0,GraduationRates_GR
2004,GRWHITW,34155,0,GraduationRates_GR
2021,LINE,49539,49539,GraduationRates_GR
2020,LINE,50103,50103,GraduationRates_GR
2019,LINE,50493,50493,GraduationRates_GR
2018,LINE,51906,51906,GraduationRates_GR
2017,LINE,54747,54747,GraduationRates_GR
2016,LINE,55737,55737,GraduationRates_GR
2015,LINE,57349,57349,GraduationRates_GR
2014,LINE,57384,57384,GraduationRates_GR
2013,LINE,56801,56801,GraduationRates_GR
2012,LINE,56221,56221,GraduationRates_GR
2011,LINE,55366,55366,GraduationRates_GR
2010,LINE,43214,43214,GraduationRates_GR
2009,LINE,42316,42316,GraduationRates_GR
2008,LINE,36490,36490,GraduationRates_GR
2007,LINE,35953,35953,GraduationRates_GR
2006,LINE,35217,35217,GraduationRates_GR
2005,LINE,34874,34874,GraduationRates_GR
2004,LINE,34155,34155,GraduationRates_GR
2021,LINE_label,49539,21086,GraduationRates_GR
2020,LINE_label,50103,21243,GraduationRates_GR
2019,LINE_label,50493,21402,GraduationRates_GR
2018,LINE_label,51906,21938,GraduationRates_GR
2017,LINE_label,54747,22958,GraduationRates_GR
2016,LINE_label,55737,23352,GraduationRates_GR
2015,LINE_label,57349,24121,GraduationRates_GR
2014,LINE_label,57384,23983,GraduationRates_GR
2013,LINE_label,56801,23619,GraduationRates_GR
2012,LINE_label,56221,23243,GraduationRates_GR
2011,LINE_label,55366,22772,GraduationRates_GR
2010,LINE_label,43214,18794,GraduationRates_GR
2009,LINE_label,42316,18321,GraduationRates_GR
2008,LINE_label,36490,18066,GraduationRates_GR
2007,LINE_label,35953,17792,GraduationRates_GR
2006,LINE_label,35217,17432,GraduationRates_GR
2005,LINE_label,34874,17148,GraduationRates_GR
2004,LINE_label,34155,16882,GraduationRates_GR
2021,SECTION,49539,49539,GraduationRates_GR
2020,SECTION,50103,50103,GraduationRates_GR
2019,SECTION,50493,50493,GraduationRates_GR
2018,SECTION,51906,51906,GraduationRates_GR
2017,SECTION,54747,54747,GraduationRates_GR
2016,SECTION,55737,55737,GraduationRates_GR
2015,SECTION,57349,57349,GraduationRates_GR
2014,SECTION,57384,57384,GraduationRates_GR
2013,SECTION,56801,56801,GraduationRates_GR
2012,SECTION,56221,56221,GraduationRates_GR
2011,SECTION,55366,55366,GraduationRates_GR
2010,SECTION,43214,43214,GraduationRates_GR
2009,SECTION,42316,42316,GraduationRates_GR
2008,SECTION,36490,36490,GraduationRates_GR
2007,SECTION,35953,35953,GraduationRates_GR
2006,SECTION,35217,35217,GraduationRates_GR
2005,SECTION,34874,34874,GraduationRates_GR
2004,SECTION,34155,34155,GraduationRates_GR
2021,SECTION_label,49539,49539,GraduationRates_GR
2020,SECTION_label,50103,50103,GraduationRates_GR
2019,SECTION_label,50493,50493,GraduationRates_GR
2018,SECTION_label,51906,51906,GraduationRates_GR
2017,SECTION_label,54747,54747,GraduationRates_GR
2016,SECTION_label,55737,55737,GraduationRates_GR
2015,SECTION_label,57349,57349,GraduationRates_GR
2014,SECTION_label,57384,57384,GraduationRates_GR
2013,SECTION_label,56801,56801,GraduationRates_GR
2012,SECTION_label,56221,56221,GraduationRates_GR
2011,SECTION_label,55366,55366,GraduationRates_GR
2010,SECTION_label,43214,43214,GraduationRates_GR
2009,SECTION_label,42316,42316,GraduationRates_GR
2008,SECTION_label,36490,36490,GraduationRates_GR
2007,SECTION_label,35953,35953,GraduationRates_GR
2006,SECTION_label,35217,35217,GraduationRates_GR
2005,SECTION_label,34874,34874,GraduationRates_GR
2004,SECTION_label,34155,34155,GraduationRates_GR
2021,UNITID,49539,49539,GraduationRates_GR
2020,UNITID,50103,50103,GraduationRates_GR
2019,UNITID,50493,50493,GraduationRates_GR
2018,UNITID,51906,51906,GraduationRates_GR
2017,UNITID,54747,54747,GraduationRates_GR
2016,UNITID,55737,55737,GraduationRates_GR
2015,UNITID,57349,57349,GraduationRates_GR
2014,UNITID,57384,57384,GraduationRates_GR
2013,UNITID,56801,56801,GraduationRates_GR
2012,UNITID,56221,56221,GraduationRates_GR
2011,UNITID,55366,55366,GraduationRates_GR
2010,UNITID,43214,43214,GraduationRates_GR
2009,UNITID,42316,42316,GraduationRates_GR
2008,UNITID,36490,36490,GraduationRates_GR
2007,UNITID,35953,35953,GraduationRates_GR
2006,UNITID,35217,35217,GraduationRates_GR
2005,UNITID,34874,34874,GraduationRates_GR
2004,UNITID,34155,34155,GraduationRates_GR
2021,Year,49539,49539,GraduationRates_GR
2020,Year,50103,50103,GraduationRates_GR
2019,Year,50493,50493,GraduationRates_GR
2018,Year,51906,51906,GraduationRates_GR
2017,Year,54747,54747,GraduationRates_GR
2016,Year,55737,55737,GraduationRates_GR
2015,Year,57349,57349,GraduationRates_GR
2014,Year,57384,57384,GraduationRates_GR
2013,Year,56801,56801,GraduationRates_GR
2012,Year,56221,56221,GraduationRates_GR
2011,Year,55366,55366,GraduationRates_GR
2010,Year,43214,43214,GraduationRates_GR
2009,Year,42316,42316,GraduationRates_GR
2008,Year,36490,36490,GraduationRates_GR
2007,Year,35953,35953,GraduationRates_GR
2006,Year,35217,35217,GraduationRates_GR
2005,Year,34874,34874,GraduationRates_GR
2004,Year,34155,34155,GraduationRates_GR
2021,LINE_10,1615,1615,GraduationRates_GR_L2
2020,LINE_10,1635,1635,GraduationRates_GR_L2
2019,LINE_10,1651,1651,GraduationRates_GR_L2
2018,LINE_10,1678,1678,GraduationRates_GR_L2
2017,LINE_10,1691,1691,GraduationRates_GR_L2
2016,LINE_10,1722,1722,GraduationRates_GR_L2
2015,LINE_10,1887,1887,GraduationRates_GR_L2
2014,LINE_10,1896,1896,GraduationRates_GR_L2
2013,LINE_10,1875,1875,GraduationRates_GR_L2
2012,LINE_10,1824,1824,GraduationRates_GR_L2
2011,LINE_10,1743,1743,GraduationRates_GR_L2
2010,LINE_10,1697,1697,GraduationRates_GR_L2
2009,LINE_10,1701,1701,GraduationRates_GR_L2
2008,LINE_10,1663,1663,GraduationRates_GR_L2
2007,LINE_10,1650,1650,GraduationRates_GR_L2
2006,LINE_10,1657,1657,GraduationRates_GR_L2
2005,LINE_10,1649,1649,GraduationRates_GR_L2
2004,LINE_10,1642,1642,GraduationRates_GR_L2
2021,LINE_11,1615,1615,GraduationRates_GR_L2
2020,LINE_11,1635,1635,GraduationRates_GR_L2
2019,LINE_11,1651,1651,GraduationRates_GR_L2
2018,LINE_11,1678,1678,GraduationRates_GR_L2
2017,LINE_11,1691,1691,GraduationRates_GR_L2
2016,LINE_11,1722,1722,GraduationRates_GR_L2
2015,LINE_11,1887,1887,GraduationRates_GR_L2
2014,LINE_11,1896,1896,GraduationRates_GR_L2
2013,LINE_11,1875,1875,GraduationRates_GR_L2
2012,LINE_11,1824,1824,GraduationRates_GR_L2
2011,LINE_11,1743,1743,GraduationRates_GR_L2
2010,LINE_11,1697,1697,GraduationRates_GR_L2
2009,LINE_11,1701,1701,GraduationRates_GR_L2
2008,LINE_11,1663,1663,GraduationRates_GR_L2
2007,LINE_11,1650,1650,GraduationRates_GR_L2
2006,LINE_11,1657,1657,GraduationRates_GR_L2
2005,LINE_11,1649,1649,GraduationRates_GR_L2
2004,LINE_11,1642,1642,GraduationRates_GR_L2
2021,LINE_30,1615,1615,GraduationRates_GR_L2
2020,LINE_30,1635,1635,GraduationRates_GR_L2
2019,LINE_30,1651,1651,GraduationRates_GR_L2
2018,LINE_30,1678,1678,GraduationRates_GR_L2
2017,LINE_30,1691,1691,GraduationRates_GR_L2
2016,LINE_30,1722,1722,GraduationRates_GR_L2
2015,LINE_30,1887,1887,GraduationRates_GR_L2
2014,LINE_30,1896,1896,GraduationRates_GR_L2
2013,LINE_30,1875,1875,GraduationRates_GR_L2
2012,LINE_30,1824,1824,GraduationRates_GR_L2
2011,LINE_30,1743,1743,GraduationRates_GR_L2
2010,LINE_30,1697,1697,GraduationRates_GR_L2
2009,LINE_30,1701,1701,GraduationRates_GR_L2
2008,LINE_30,1663,1663,GraduationRates_GR_L2
2007,LINE_30,1650,1650,GraduationRates_GR_L2
2006,LINE_30,1657,1657,GraduationRates_GR_L2
2005,LINE_30,1649,1649,GraduationRates_GR_L2
2004,LINE_30,1642,1642,GraduationRates_GR_L2
2021,LINE_45,1615,1615,GraduationRates_GR_L2
2020,LINE_45,1635,1635,GraduationRates_GR_L2
2019,LINE_45,1651,1651,GraduationRates_GR_L2
2018,LINE_45,1678,1678,GraduationRates_GR_L2
2017,LINE_45,1691,1691,GraduationRates_GR_L2
2016,LINE_45,1722,1722,GraduationRates_GR_L2
2015,LINE_45,1887,1887,GraduationRates_GR_L2
2014,LINE_45,1896,1896,GraduationRates_GR_L2
2013,LINE_45,1875,1875,GraduationRates_GR_L2
2012,LINE_45,1824,1824,GraduationRates_GR_L2
2011,LINE_45,1743,1743,GraduationRates_GR_L2
2010,LINE_45,1697,1697,GraduationRates_GR_L2
2009,LINE_45,1701,1701,GraduationRates_GR_L2
2008,LINE_45,1663,1663,GraduationRates_GR_L2
2007,LINE_45,1650,1650,GraduationRates_GR_L2
2006,LINE_45,1657,1657,GraduationRates_GR_L2
2005,LINE_45,1649,1649,GraduationRates_GR_L2
2004,LINE_45,1642,1642,GraduationRates_GR_L2
2021,LINE_50,1615,1615,GraduationRates_GR_L2
2020,LINE_50,1635,1635,GraduationRates_GR_L2
2019,LINE_50,1651,1651,GraduationRates_GR_L2
2018,LINE_50,1678,1678,GraduationRates_GR_L2
2017,LINE_50,1691,1691,GraduationRates_GR_L2
2016,LINE_50,1722,1722,GraduationRates_GR_L2
2015,LINE_50,1887,1887,GraduationRates_GR_L2
2014,LINE_50,1896,1896,GraduationRates_GR_L2
2013,LINE_50,1875,1875,GraduationRates_GR_L2
2012,LINE_50,1824,1824,GraduationRates_GR_L2
2011,LINE_50,1743,1743,GraduationRates_GR_L2
2010,LINE_50,1697,1697,GraduationRates_GR_L2
2009,LINE_50,1701,1701,GraduationRates_GR_L2
2008,LINE_50,1663,1663,GraduationRates_GR_L2
2007,LINE_50,1650,1650,GraduationRates_GR_L2
2006,LINE_50,1657,1657,GraduationRates_GR_L2
2005,LINE_50,1649,1649,GraduationRates_GR_L2
2004,LINE_50,1642,1642,GraduationRates_GR_L2
2021,LINE_51,1615,1615,GraduationRates_GR_L2
2020,LINE_51,1635,1635,GraduationRates_GR_L2
2019,LINE_51,1651,1651,GraduationRates_GR_L2
2018,LINE_51,1678,1678,GraduationRates_GR_L2
2017,LINE_51,1691,1691,GraduationRates_GR_L2
2016,LINE_51,1722,1722,GraduationRates_GR_L2
2015,LINE_51,1887,1887,GraduationRates_GR_L2
2014,LINE_51,1896,1896,GraduationRates_GR_L2
2013,LINE_51,1875,1875,GraduationRates_GR_L2
2012,LINE_51,1824,1824,GraduationRates_GR_L2
2011,LINE_51,1743,1743,GraduationRates_GR_L2
2010,LINE_51,1697,0,GraduationRates_GR_L2
2009,LINE_51,1701,0,GraduationRates_GR_L2
2008,LINE_51,1663,0,GraduationRates_GR_L2
2007,LINE_51,1650,0,GraduationRates_GR_L2
2006,LINE_51,1657,0,GraduationRates_GR_L2
2005,LINE_51,1649,0,GraduationRates_GR_L2
2004,LINE_51,1642,0,GraduationRates_GR_L2
2021,LINE_52,1615,1615,GraduationRates_GR_L2
2020,LINE_52,1635,1635,GraduationRates_GR_L2
2019,LINE_52,1651,1651,GraduationRates_GR_L2
2018,LINE_52,1678,1678,GraduationRates_GR_L2
2017,LINE_52,1691,1691,GraduationRates_GR_L2
2016,LINE_52,1722,1722,GraduationRates_GR_L2
2015,LINE_52,1887,1887,GraduationRates_GR_L2
2014,LINE_52,1896,1896,GraduationRates_GR_L2
2013,LINE_52,1875,1875,GraduationRates_GR_L2
2012,LINE_52,1824,1824,GraduationRates_GR_L2
2011,LINE_52,1743,1743,GraduationRates_GR_L2
2010,LINE_52,1697,0,GraduationRates_GR_L2
2009,LINE_52,1701,0,GraduationRates_GR_L2
2008,LINE_52,1663,0,GraduationRates_GR_L2
2007,LINE_52,1650,0,GraduationRates_GR_L2
2006,LINE_52,1657,0,GraduationRates_GR_L2
2005,LINE_52,1649,0,GraduationRates_GR_L2
2004,LINE_52,1642,0,GraduationRates_GR_L2
2021,LINE_55,1615,1615,GraduationRates_GR_L2
2020,LINE_55,1635,1635,GraduationRates_GR_L2
2019,LINE_55,1651,1651,GraduationRates_GR_L2
2018,LINE_55,1678,1678,GraduationRates_GR_L2
2017,LINE_55,1691,1691,GraduationRates_GR_L2
2016,LINE_55,1722,1722,GraduationRates_GR_L2
2015,LINE_55,1887,1887,GraduationRates_GR_L2
2014,LINE_55,1896,1896,GraduationRates_GR_L2
2013,LINE_55,1875,1875,GraduationRates_GR_L2
2012,LINE_55,1824,1824,GraduationRates_GR_L2
2011,LINE_55,1743,1743,GraduationRates_GR_L2
2010,LINE_55,1697,1697,GraduationRates_GR_L2
2009,LINE_55,1701,1701,GraduationRates_GR_L2
2008,LINE_55,1663,0,GraduationRates_GR_L2
2007,LINE_55,1650,0,GraduationRates_GR_L2
2006,LINE_55,1657,0,GraduationRates_GR_L2
2005,LINE_55,1649,0,GraduationRates_GR_L2
2004,LINE_55,1642,0,GraduationRates_GR_L2
2021,NRLIN10,1615,1615,GraduationRates_GR_L2
2020,NRLIN10,1635,1635,GraduationRates_GR_L2
2019,NRLIN10,1651,1651,GraduationRates_GR_L2
2018,NRLIN10,1678,1678,GraduationRates_GR_L2
2017,NRLIN10,1691,1691,GraduationRates_GR_L2
2016,NRLIN10,1722,1722,GraduationRates_GR_L2
2015,NRLIN10,1887,0,GraduationRates_GR_L2
2014,NRLIN10,1896,0,GraduationRates_GR_L2
2013,NRLIN10,1875,0,GraduationRates_GR_L2
2012,NRLIN10,1824,0,GraduationRates_GR_L2
2011,NRLIN10,1743,0,GraduationRates_GR_L2
2010,NRLIN10,1697,0,GraduationRates_GR_L2
2009,NRLIN10,1701,0,GraduationRates_GR_L2
2008,NRLIN10,1663,0,GraduationRates_GR_L2
2007,NRLIN10,1650,0,GraduationRates_GR_L2
2006,NRLIN10,1657,0,GraduationRates_GR_L2
2005,NRLIN10,1649,0,GraduationRates_GR_L2
2004,NRLIN10,1642,0,GraduationRates_GR_L2
2021,NRLIN11,1615,1615,GraduationRates_GR_L2
2020,NRLIN11,1635,1635,GraduationRates_GR_L2
2019,NRLIN11,1651,1651,GraduationRates_GR_L2
2018,NRLIN11,1678,1678,GraduationRates_GR_L2
2017,NRLIN11,1691,1691,GraduationRates_GR_L2
2016,NRLIN11,1722,1722,GraduationRates_GR_L2
2015,NRLIN11,1887,0,GraduationRates_GR_L2
2014,NRLIN11,1896,0,GraduationRates_GR_L2
2013,NRLIN11,1875,0,GraduationRates_GR_L2
2012,NRLIN11,1824,0,GraduationRates_GR_L2
2011,NRLIN11,1743,0,GraduationRates_GR_L2
2010,NRLIN11,1697,0,GraduationRates_GR_L2
2009,NRLIN11,1701,0,GraduationRates_GR_L2
2008,NRLIN11,1663,0,GraduationRates_GR_L2
2007,NRLIN11,1650,0,GraduationRates_GR_L2
2006,NRLIN11,1657,0,GraduationRates_GR_L2
2005,NRLIN11,1649,0,GraduationRates_GR_L2
2004,NRLIN11,1642,0,GraduationRates_GR_L2
2021,NRLIN45,1615,1615,GraduationRates_GR_L2
2020,NRLIN45,1635,1635,GraduationRates_GR_L2
2019,NRLIN45,1651,1651,GraduationRates_GR_L2
2018,NRLIN45,1678,1678,GraduationRates_GR_L2
2017,NRLIN45,1691,1691,GraduationRates_GR_L2
2016,NRLIN45,1722,1722,GraduationRates_GR_L2
2015,NRLIN45,1887,0,GraduationRates_GR_L2
2014,NRLIN45,1896,0,GraduationRates_GR_L2
2013,NRLIN45,1875,0,GraduationRates_GR_L2
2012,NRLIN45,1824,0,GraduationRates_GR_L2
2011,NRLIN45,1743,0,GraduationRates_GR_L2
2010,NRLIN45,1697,0,GraduationRates_GR_L2
2009,NRLIN45,1701,0,GraduationRates_GR_L2
2008,NRLIN45,1663,0,GraduationRates_GR_L2
2007,NRLIN45,1650,0,GraduationRates_GR_L2
2006,NRLIN45,1657,0,GraduationRates_GR_L2
2005,NRLIN45,1649,0,GraduationRates_GR_L2
2004,NRLIN45,1642,0,GraduationRates_GR_L2
2021,NRLIN50,1615,1615,GraduationRates_GR_L2
2020,NRLIN50,1635,1635,GraduationRates_GR_L2
2019,NRLIN50,1651,1651,GraduationRates_GR_L2
2018,NRLIN50,1678,1678,GraduationRates_GR_L2
2017,NRLIN50,1691,1691,GraduationRates_GR_L2
2016,NRLIN50,1722,1722,GraduationRates_GR_L2
