year,column_name,total_count,count_not_nulls,survey_table_name
2015,NRLIN50,1887,0,GraduationRates_GR_L2
2014,NRLIN50,1896,0,GraduationRates_GR_L2
2013,NRLIN50,1875,0,GraduationRates_GR_L2
2012,NRLIN50,1824,0,GraduationRates_GR_L2
2011,NRLIN50,1743,0,GraduationRates_GR_L2
2010,NRLIN50,1697,0,GraduationRates_GR_L2
2009,NRLIN50,1701,0,GraduationRates_GR_L2
2008,NRLIN50,1663,0,GraduationRates_GR_L2
2007,NRLIN50,1650,0,GraduationRates_GR_L2
2006,NRLIN50,1657,0,GraduationRates_GR_L2
2005,NRLIN50,1649,0,GraduationRates_GR_L2
2004,NRLIN50,1642,0,GraduationRates_GR_L2
2021,PGLIN10,1615,1615,GraduationRates_GR_L2
2020,PGLIN10,1635,1635,GraduationRates_GR_L2
2019,PGLIN10,1651,1651,GraduationRates_GR_L2
2018,PGLIN10,1678,1678,GraduationRates_GR_L2
2017,PGLIN10,1691,1691,GraduationRates_GR_L2
2016,PGLIN10,1722,1722,GraduationRates_GR_L2
2015,PGLIN10,1887,0,GraduationRates_GR_L2
2014,PGLIN10,1896,0,GraduationRates_GR_L2
2013,PGLIN10,1875,0,GraduationRates_GR_L2
2012,PGLIN10,1824,0,GraduationRates_GR_L2
2011,PGLIN10,1743,0,GraduationRates_GR_L2
2010,PGLIN10,1697,0,GraduationRates_GR_L2
2009,PGLIN10,1701,0,GraduationRates_GR_L2
2008,PGLIN10,1663,0,GraduationRates_GR_L2
2007,PGLIN10,1650,0,GraduationRates_GR_L2
2006,PGLIN10,1657,0,GraduationRates_GR_L2
2005,PGLIN10,1649,0,GraduationRates_GR_L2
2004,PGLIN10,1642,0,GraduationRates_GR_L2
2021,PGLIN11,1615,1615,GraduationRates_GR_L2
2020,PGLIN11,1635,1635,GraduationRates_GR_L2
2019,PGLIN11,1651,1651,GraduationRates_GR_L2
2018,PGLIN11,1678,1678,GraduationRates_GR_L2
2017,PGLIN11,1691,1691,GraduationRates_GR_L2
2016,PGLIN11,1722,1722,GraduationRates_GR_L2
2015,PGLIN11,1887,0,GraduationRates_GR_L2
2014,PGLIN11,1896,0,GraduationRates_GR_L2
2013,PGLIN11,1875,0,GraduationRates_GR_L2
2012,PGLIN11,1824,0,GraduationRates_GR_L2
2011,PGLIN11,1743,0,GraduationRates_GR_L2
2010,PGLIN11,1697,0,GraduationRates_GR_L2
2009,PGLIN11,1701,0,GraduationRates_GR_L2
2008,PGLIN11,1663,0,GraduationRates_GR_L2
2007,PGLIN11,1650,0,GraduationRates_GR_L2
2006,PGLIN11,1657,0,GraduationRates_GR_L2
2005,PGLIN11,1649,0,GraduationRates_GR_L2
2004,PGLIN11,1642,0,GraduationRates_GR_L2
2021,PGLIN45,1615,1615,GraduationRates_GR_L2
2020,PGLIN45,1635,1635,GraduationRates_GR_L2
2019,PGLIN45,1651,1651,GraduationRates_GR_L2
2018,PGLIN45,1678,1678,GraduationRates_GR_L2
2017,PGLIN45,1691,1691,GraduationRates_GR_L2
2016,PGLIN45,1722,1722,GraduationRates_GR_L2
2015,PGLIN45,1887,0,GraduationRates_GR_L2
2014,PGLIN45,1896,0,GraduationRates_GR_L2
2013,PGLIN45,1875,0,GraduationRates_GR_L2
2012,PGLIN45,1824,0,GraduationRates_GR_L2
2011,PGLIN45,1743,0,GraduationRates_GR_L2
2010,PGLIN45,1697,0,GraduationRates_GR_L2
2009,PGLIN45,1701,0,GraduationRates_GR_L2
2008,PGLIN45,1663,0,GraduationRates_GR_L2
2007,PGLIN45,1650,0,GraduationRates_GR_L2
2006,PGLIN45,1657,0,GraduationRates_GR_L2
2005,PGLIN45,1649,0,GraduationRates_GR_L2
2004,PGLIN45,1642,0,GraduationRates_GR_L2
2021,PGLIN50,1615,1615,GraduationRates_GR_L2
2020,PGLIN50,1635,1635,GraduationRates_GR_L2
2019,PGLIN50,1651,1651,GraduationRates_GR_L2
2018,PGLIN50,1678,1678,GraduationRates_GR_L2
2017,PGLIN50,1691,1691,GraduationRates_GR_L2
2016,PGLIN50,1722,1722,GraduationRates_GR_L2
2015,PGLIN50,1887,0,GraduationRates_GR_L2
2014,PGLIN50,1896,0,GraduationRates_GR_L2
2013,PGLIN50,1875,0,GraduationRates_GR_L2
2012,PGLIN50,1824,0,GraduationRates_GR_L2
2011,PGLIN50,1743,0,GraduationRates_GR_L2
2010,PGLIN50,1697,0,GraduationRates_GR_L2
2009,PGLIN50,1701,0,GraduationRates_GR_L2
2008,PGLIN50,1663,0,GraduationRates_GR_L2
2007,PGLIN50,1650,0,GraduationRates_GR_L2
2006,PGLIN50,1657,0,GraduationRates_GR_L2
2005,PGLIN50,1649,0,GraduationRates_GR_L2
2004,PGLIN50,1642,0,GraduationRates_GR_L2
2021,SSLIN10,1615,1615,GraduationRates_GR_L2
2020,SSLIN10,1635,1635,GraduationRates_GR_L2
2019,SSLIN10,1651,1651,GraduationRates_GR_L2
2018,SSLIN10,1678,1678,GraduationRates_GR_L2
2017,SSLIN10,1691,1691,GraduationRates_GR_L2
2016,SSLIN10,1722,1722,GraduationRates_GR_L2
2015,SSLIN10,1887,0,GraduationRates_GR_L2
2014,SSLIN10,1896,0,GraduationRates_GR_L2
2013,SSLIN10,1875,0,GraduationRates_GR_L2
2012,SSLIN10,1824,0,GraduationRates_GR_L2
2011,SSLIN10,1743,0,GraduationRates_GR_L2
2010,SSLIN10,1697,0,GraduationRates_GR_L2
2009,SSLIN10,1701,0,GraduationRates_GR_L2
2008,SSLIN10,1663,0,GraduationRates_GR_L2
2007,SSLIN10,1650,0,GraduationRates_GR_L2
2006,SSLIN10,1657,0,GraduationRates_GR_L2
2005,SSLIN10,1649,0,GraduationRates_GR_L2
2004,SSLIN10,1642,0,GraduationRates_GR_L2
2021,SSLIN11,1615,1615,GraduationRates_GR_L2
2020,SSLIN11,1635,1635,GraduationRates_GR_L2
2019,SSLIN11,1651,1651,GraduationRates_GR_L2
2018,SSLIN11,1678,1678,GraduationRates_GR_L2
2017,SSLIN11,1691,1691,GraduationRates_GR_L2
2016,SSLIN11,1722,1722,GraduationRates_GR_L2
2015,SSLIN11,1887,0,GraduationRates_GR_L2
2014,SSLIN11,1896,0,GraduationRates_GR_L2
2013,SSLIN11,1875,0,GraduationRates_GR_L2
2012,SSLIN11,1824,0,GraduationRates_GR_L2
2011,SSLIN11,1743,0,GraduationRates_GR_L2
2010,SSLIN11,1697,0,GraduationRates_GR_L2
2009,SSLIN11,1701,0,GraduationRates_GR_L2
2008,SSLIN11,1663,0,GraduationRates_GR_L2
2007,SSLIN11,1650,0,GraduationRates_GR_L2
2006,SSLIN11,1657,0,GraduationRates_GR_L2
2005,SSLIN11,1649,0,GraduationRates_GR_L2
2004,SSLIN11,1642,0,GraduationRates_GR_L2
2021,SSLIN45,1615,1615,GraduationRates_GR_L2
2020,SSLIN45,1635,1635,GraduationRates_GR_L2
2019,SSLIN45,1651,1651,GraduationRates_GR_L2
2018,SSLIN45,1678,1678,GraduationRates_GR_L2
2017,SSLIN45,1691,1691,GraduationRates_GR_L2
2016,SSLIN45,1722,1722,GraduationRates_GR_L2
2015,SSLIN45,1887,0,GraduationRates_GR_L2
2014,SSLIN45,1896,0,GraduationRates_GR_L2
2013,SSLIN45,1875,0,GraduationRates_GR_L2
2012,SSLIN45,1824,0,GraduationRates_GR_L2
2011,SSLIN45,1743,0,GraduationRates_GR_L2
2010,SSLIN45,1697,0,GraduationRates_GR_L2
2009,SSLIN45,1701,0,GraduationRates_GR_L2
2008,SSLIN45,1663,0,GraduationRates_GR_L2
2007,SSLIN45,1650,0,GraduationRates_GR_L2
2006,SSLIN45,1657,0,GraduationRates_GR_L2
2005,SSLIN45,1649,0,GraduationRates_GR_L2
2004,SSLIN45,1642,0,GraduationRates_GR_L2
2021,SSLIN50,1615,1615,GraduationRates_GR_L2
2020,SSLIN50,1635,1635,GraduationRates_GR_L2
2019,SSLIN50,1651,1651,GraduationRates_GR_L2
2018,SSLIN50,1678,1678,GraduationRates_GR_L2
2017,SSLIN50,1691,1691,GraduationRates_GR_L2
2016,SSLIN50,1722,1722,GraduationRates_GR_L2
2015,SSLIN50,1887,0,GraduationRates_GR_L2
2014,SSLIN50,1896,0,GraduationRates_GR_L2
2013,SSLIN50,1875,0,GraduationRates_GR_L2
2012,SSLIN50,1824,0,GraduationRates_GR_L2
2011,SSLIN50,1743,0,GraduationRates_GR_L2
2010,SSLIN50,1697,0,GraduationRates_GR_L2
2009,SSLIN50,1701,0,GraduationRates_GR_L2
2008,SSLIN50,1663,0,GraduationRates_GR_L2
2007,SSLIN50,1650,0,GraduationRates_GR_L2
2006,SSLIN50,1657,0,GraduationRates_GR_L2
2005,SSLIN50,1649,0,GraduationRates_GR_L2
2004,SSLIN50,1642,0,GraduationRates_GR_L2
2021,UNITID,1615,1615,GraduationRates_GR_L2
2020,UNITID,1635,1635,GraduationRates_GR_L2
2019,UNITID,1651,1651,GraduationRates_GR_L2
2018,UNITID,1678,1678,GraduationRates_GR_L2
2017,UNITID,1691,1691,GraduationRates_GR_L2
2016,UNITID,1722,1722,GraduationRates_GR_L2
2015,UNITID,1887,1887,GraduationRates_GR_L2
2014,UNITID,1896,1896,GraduationRates_GR_L2
2013,UNITID,1875,1875,GraduationRates_GR_L2
2012,UNITID,1824,1824,GraduationRates_GR_L2
2011,UNITID,1743,1743,GraduationRates_GR_L2
2010,UNITID,1697,1697,GraduationRates_GR_L2
2009,UNITID,1701,1701,GraduationRates_GR_L2
2008,UNITID,1663,1663,GraduationRates_GR_L2
2007,UNITID,1650,1650,GraduationRates_GR_L2
2006,UNITID,1657,1657,GraduationRates_GR_L2
2005,UNITID,1649,1649,GraduationRates_GR_L2
2004,UNITID,1642,1642,GraduationRates_GR_L2
2021,Year,1615,1615,GraduationRates_GR_L2
2020,Year,1635,1635,GraduationRates_GR_L2
2019,Year,1651,1651,GraduationRates_GR_L2
2018,Year,1678,1678,GraduationRates_GR_L2
2017,Year,1691,1691,GraduationRates_GR_L2
2016,Year,1722,1722,GraduationRates_GR_L2
2015,Year,1887,1887,GraduationRates_GR_L2
2014,Year,1896,1896,GraduationRates_GR_L2
2013,Year,1875,1875,GraduationRates_GR_L2
2012,Year,1824,1824,GraduationRates_GR_L2
2011,Year,1743,1743,GraduationRates_GR_L2
2010,Year,1697,1697,GraduationRates_GR_L2
2009,Year,1701,1701,GraduationRates_GR_L2
2008,Year,1663,1663,GraduationRates_GR_L2
2007,Year,1650,1650,GraduationRates_GR_L2
2006,Year,1657,1657,GraduationRates_GR_L2
2005,Year,1649,1649,GraduationRates_GR_L2
2004,Year,1642,1642,GraduationRates_GR_L2
2021,NRADJCT,8357,8357,GraduationRates_GR_PELL_SSL
2020,NRADJCT,8440,8440,GraduationRates_GR_PELL_SSL
2019,NRADJCT,8505,8505,GraduationRates_GR_PELL_SSL
2018,NRADJCT,8765,8765,GraduationRates_GR_PELL_SSL
2017,NRADJCT,9118,9118,GraduationRates_GR_PELL_SSL
2016,NRADJCT,9325,9325,GraduationRates_GR_PELL_SSL
2021,NRCMBAC,8357,5211,GraduationRates_GR_PELL_SSL
2020,NRCMBAC,8440,5231,GraduationRates_GR_PELL_SSL
2019,NRCMBAC,8505,5258,GraduationRates_GR_PELL_SSL
2018,NRCMBAC,8765,5412,GraduationRates_GR_PELL_SSL
2017,NRCMBAC,9118,5559,GraduationRates_GR_PELL_SSL
2016,NRCMBAC,9325,5671,GraduationRates_GR_PELL_SSL
2021,NRCMOBA,8357,5211,GraduationRates_GR_PELL_SSL
2020,NRCMOBA,8440,5231,GraduationRates_GR_PELL_SSL
2019,NRCMOBA,8505,5258,GraduationRates_GR_PELL_SSL
2018,NRCMOBA,8765,5412,GraduationRates_GR_PELL_SSL
2017,NRCMOBA,9118,5559,GraduationRates_GR_PELL_SSL
2016,NRCMOBA,9325,5671,GraduationRates_GR_PELL_SSL
2021,NRCMTOT,8357,8357,GraduationRates_GR_PELL_SSL
2020,NRCMTOT,8440,8440,GraduationRates_GR_PELL_SSL
2019,NRCMTOT,8505,8505,GraduationRates_GR_PELL_SSL
2018,NRCMTOT,8765,8765,GraduationRates_GR_PELL_SSL
2017,NRCMTOT,9118,9118,GraduationRates_GR_PELL_SSL
2016,NRCMTOT,9325,9325,GraduationRates_GR_PELL_SSL
2021,NREXCLU,8357,8357,GraduationRates_GR_PELL_SSL
2020,NREXCLU,8440,8440,GraduationRates_GR_PELL_SSL
2019,NREXCLU,8505,8505,GraduationRates_GR_PELL_SSL
2018,NREXCLU,8765,8765,GraduationRates_GR_PELL_SSL
2017,NREXCLU,9118,9118,GraduationRates_GR_PELL_SSL
2016,NREXCLU,9325,9325,GraduationRates_GR_PELL_SSL
2021,NRREVCT,8357,8357,GraduationRates_GR_PELL_SSL
2020,NRREVCT,8440,8440,GraduationRates_GR_PELL_SSL
2019,NRREVCT,8505,8505,GraduationRates_GR_PELL_SSL
2018,NRREVCT,8765,8765,GraduationRates_GR_PELL_SSL
2017,NRREVCT,9118,9118,GraduationRates_GR_PELL_SSL
2016,NRREVCT,9325,9325,GraduationRates_GR_PELL_SSL
2021,PGADJCT,8357,8357,GraduationRates_GR_PELL_SSL
2020,PGADJCT,8440,8440,GraduationRates_GR_PELL_SSL
2019,PGADJCT,8505,8505,GraduationRates_GR_PELL_SSL
2018,PGADJCT,8765,8765,GraduationRates_GR_PELL_SSL
2017,PGADJCT,9118,9118,GraduationRates_GR_PELL_SSL
2016,PGADJCT,9325,9325,GraduationRates_GR_PELL_SSL
2021,PGCMBAC,8357,5211,GraduationRates_GR_PELL_SSL
2020,PGCMBAC,8440,5231,GraduationRates_GR_PELL_SSL
2019,PGCMBAC,8505,5258,GraduationRates_GR_PELL_SSL
2018,PGCMBAC,8765,5412,GraduationRates_GR_PELL_SSL
2017,PGCMBAC,9118,5559,GraduationRates_GR_PELL_SSL
2016,PGCMBAC,9325,5671,GraduationRates_GR_PELL_SSL
2021,PGCMOBA,8357,5211,GraduationRates_GR_PELL_SSL
2020,PGCMOBA,8440,5231,GraduationRates_GR_PELL_SSL
2019,PGCMOBA,8505,5258,GraduationRates_GR_PELL_SSL
2018,PGCMOBA,8765,5412,GraduationRates_GR_PELL_SSL
2017,PGCMOBA,9118,5559,GraduationRates_GR_PELL_SSL
2016,PGCMOBA,9325,5671,GraduationRates_GR_PELL_SSL
2021,PGCMTOT,8357,8357,GraduationRates_GR_PELL_SSL
2020,PGCMTOT,8440,8440,GraduationRates_GR_PELL_SSL
2019,PGCMTOT,8505,8505,GraduationRates_GR_PELL_SSL
2018,PGCMTOT,8765,8765,GraduationRates_GR_PELL_SSL
2017,PGCMTOT,9118,9118,GraduationRates_GR_PELL_SSL
2016,PGCMTOT,9325,9325,GraduationRates_GR_PELL_SSL
2021,PGEXCLU,8357,8357,GraduationRates_GR_PELL_SSL
2020,PGEXCLU,8440,8440,GraduationRates_GR_PELL_SSL
2019,PGEXCLU,8505,8505,GraduationRates_GR_PELL_SSL
2018,PGEXCLU,8765,8765,GraduationRates_GR_PELL_SSL
2017,PGEXCLU,9118,9118,GraduationRates_GR_PELL_SSL
2016,PGEXCLU,9325,9325,GraduationRates_GR_PELL_SSL
2021,PGREVCT,8357,8357,GraduationRates_GR_PELL_SSL
2020,PGREVCT,8440,8440,GraduationRates_GR_PELL_SSL
2019,PGREVCT,8505,8505,GraduationRates_GR_PELL_SSL
2018,PGREVCT,8765,8765,GraduationRates_GR_PELL_SSL
2017,PGREVCT,9118,9118,GraduationRates_GR_PELL_SSL
2016,PGREVCT,9325,9325,GraduationRates_GR_PELL_SSL
2021,PSGRTYPE,8357,8357,GraduationRates_GR_PELL_SSL
2020,PSGRTYPE,8440,8440,GraduationRates_GR_PELL_SSL
2019,PSGRTYPE,8505,8505,GraduationRates_GR_PELL_SSL
2018,PSGRTYPE,8765,8765,GraduationRates_GR_PELL_SSL
2017,PSGRTYPE,9118,9118,GraduationRates_GR_PELL_SSL
2016,PSGRTYPE,9325,9325,GraduationRates_GR_PELL_SSL
2021,PSGRTYPE_label,8357,8357,GraduationRates_GR_PELL_SSL
2020,PSGRTYPE_label,8440,8440,GraduationRates_GR_PELL_SSL
2019,PSGRTYPE_label,8505,8505,GraduationRates_GR_PELL_SSL
2018,PSGRTYPE_label,8765,8765,GraduationRates_GR_PELL_SSL
2017,PSGRTYPE_label,9118,9118,GraduationRates_GR_PELL_SSL
2016,PSGRTYPE_label,9325,9325,GraduationRates_GR_PELL_SSL
2021,SSADJCT,8357,8357,GraduationRates_GR_PELL_SSL
2020,SSADJCT,8440,8440,GraduationRates_GR_PELL_SSL
2019,SSADJCT,8505,8505,GraduationRates_GR_PELL_SSL
2018,SSADJCT,8765,8765,GraduationRates_GR_PELL_SSL
2017,SSADJCT,9118,9118,GraduationRates_GR_PELL_SSL
2016,SSADJCT,9325,9325,GraduationRates_GR_PELL_SSL
2021,SSCMBAC,8357,5211,GraduationRates_GR_PELL_SSL
2020,SSCMBAC,8440,5231,GraduationRates_GR_PELL_SSL
2019,SSCMBAC,8505,5258,GraduationRates_GR_PELL_SSL
2018,SSCMBAC,8765,5412,GraduationRates_GR_PELL_SSL
2017,SSCMBAC,9118,5559,GraduationRates_GR_PELL_SSL
2016,SSCMBAC,9325,5671,GraduationRates_GR_PELL_SSL
2021,SSCMOBA,8357,5211,GraduationRates_GR_PELL_SSL
2020,SSCMOBA,8440,5231,GraduationRates_GR_PELL_SSL
2019,SSCMOBA,8505,5258,GraduationRates_GR_PELL_SSL
2018,SSCMOBA,8765,5412,GraduationRates_GR_PELL_SSL
2017,SSCMOBA,9118,5559,GraduationRates_GR_PELL_SSL
2016,SSCMOBA,9325,5671,GraduationRates_GR_PELL_SSL
2021,SSCMTOT,8357,8357,GraduationRates_GR_PELL_SSL
2020,SSCMTOT,8440,8440,GraduationRates_GR_PELL_SSL
2019,SSCMTOT,8505,8505,GraduationRates_GR_PELL_SSL
2018,SSCMTOT,8765,8765,GraduationRates_GR_PELL_SSL
2017,SSCMTOT,9118,9118,GraduationRates_GR_PELL_SSL
2016,SSCMTOT,9325,9325,GraduationRates_GR_PELL_SSL
2021,SSEXCLU,8357,8357,GraduationRates_GR_PELL_SSL
2020,SSEXCLU,8440,8440,GraduationRates_GR_PELL_SSL
2019,SSEXCLU,8505,8505,GraduationRates_GR_PELL_SSL
2018,SSEXCLU,8765,8765,GraduationRates_GR_PELL_SSL
2017,SSEXCLU,9118,9118,GraduationRates_GR_PELL_SSL
2016,SSEXCLU,9325,9325,GraduationRates_GR_PELL_SSL
2021,SSREVCT,8357,8357,GraduationRates_GR_PELL_SSL
2020,SSREVCT,8440,8440,GraduationRates_GR_PELL_SSL
2019,SSREVCT,8505,8505,GraduationRates_GR_PELL_SSL
2018,SSREVCT,8765,8765,GraduationRates_GR_PELL_SSL
2017,SSREVCT,9118,9118,GraduationRates_GR_PELL_SSL
2016,SSREVCT,9325,9325,GraduationRates_GR_PELL_SSL
2021,TTADJCT,8357,8357,GraduationRates_GR_PELL_SSL
2020,TTADJCT,8440,8440,GraduationRates_GR_PELL_SSL
2019,TTADJCT,8505,8505,GraduationRates_GR_PELL_SSL
2018,TTADJCT,8765,8765,GraduationRates_GR_PELL_SSL
2017,TTADJCT,9118,9118,GraduationRates_GR_PELL_SSL
2016,TTADJCT,9325,9325,GraduationRates_GR_PELL_SSL
2021,TTCMBAC,8357,5211,GraduationRates_GR_PELL_SSL
2020,TTCMBAC,8440,5231,GraduationRates_GR_PELL_SSL
2019,TTCMBAC,8505,5258,GraduationRates_GR_PELL_SSL
2018,TTCMBAC,8765,5412,GraduationRates_GR_PELL_SSL
2017,TTCMBAC,9118,5559,GraduationRates_GR_PELL_SSL
2016,TTCMBAC,9325,5671,GraduationRates_GR_PELL_SSL
2021,TTCMOBA,8357,5211,GraduationRates_GR_PELL_SSL
2020,TTCMOBA,8440,5231,GraduationRates_GR_PELL_SSL
2019,TTCMOBA,8505,5258,GraduationRates_GR_PELL_SSL
2018,TTCMOBA,8765,5412,GraduationRates_GR_PELL_SSL
2017,TTCMOBA,9118,5559,GraduationRates_GR_PELL_SSL
2016,TTCMOBA,9325,5671,GraduationRates_GR_PELL_SSL
2021,TTCMTOT,8357,8357,GraduationRates_GR_PELL_SSL
2020,TTCMTOT,8440,8440,GraduationRates_GR_PELL_SSL
2019,TTCMTOT,8505,8505,GraduationRates_GR_PELL_SSL
2018,TTCMTOT,8765,8765,GraduationRates_GR_PELL_SSL
2017,TTCMTOT,9118,9118,GraduationRates_GR_PELL_SSL
2016,TTCMTOT,9325,9325,GraduationRates_GR_PELL_SSL
2021,TTEXCLU,8357,8357,GraduationRates_GR_PELL_SSL
2020,TTEXCLU,8440,8440,GraduationRates_GR_PELL_SSL
2019,TTEXCLU,8505,8505,GraduationRates_GR_PELL_SSL
2018,TTEXCLU,8765,8765,GraduationRates_GR_PELL_SSL
2017,TTEXCLU,9118,9118,GraduationRates_GR_PELL_SSL
2016,TTEXCLU,9325,9325,GraduationRates_GR_PELL_SSL
2021,TTREVCT,8357,8357,GraduationRates_GR_PELL_SSL
2020,TTREVCT,8440,8440,GraduationRates_GR_PELL_SSL
2019,TTREVCT,8505,8505,GraduationRates_GR_PELL_SSL
2018,TTREVCT,8765,8765,GraduationRates_GR_PELL_SSL
2017,TTREVCT,9118,9118,GraduationRates_GR_PELL_SSL
2016,TTREVCT,9325,9325,GraduationRates_GR_PELL_SSL
2021,UNITID,8357,8357,GraduationRates_GR_PELL_SSL
2020,UNITID,8440,8440,GraduationRates_GR_PELL_SSL
2019,UNITID,8505,8505,GraduationRates_GR_PELL_SSL
2018,UNITID,8765,8765,GraduationRates_GR_PELL_SSL
2017,UNITID,9118,9118,GraduationRates_GR_PELL_SSL
2016,UNITID,9325,9325,GraduationRates_GR_PELL_SSL
2021,Year,8357,8357,GraduationRates_GR_PELL_SSL
2020,Year,8440,8440,GraduationRates_GR_PELL_SSL
2019,Year,8505,8505,GraduationRates_GR_PELL_SSL
2018,Year,8765,8765,GraduationRates_GR_PELL_SSL
2017,Year,9118,9118,GraduationRates_GR_PELL_SSL
2016,Year,9325,9325,GraduationRates_GR_PELL_SSL
2021,BAAC150,5068,1966,GraduationRates_GR_
2020,BAAC150,5094,1963,GraduationRates_GR_
2019,BAAC150,5130,1971,GraduationRates_GR_
2018,BAAC150,5301,2027,GraduationRates_GR_
2017,BAAC150,5534,2066,GraduationRates_GR_
2016,BAAC150,5652,2085,GraduationRates_GR_
2015,BAAC150,5922,2136,GraduationRates_GR_
2014,BAAC150,5976,2134,GraduationRates_GR_
2013,BAAC150,5851,2149,GraduationRates_GR_
2012,BAAC150,5897,2111,GraduationRates_GR_
2011,BAAC150,5838,2061,GraduationRates_GR_
2010,BAAC150,5724,1999,GraduationRates_GR_
2009,BAAC150,5694,2018,GraduationRates_GR_
2008,BAAC150,5605,1934,GraduationRates_GR_
2021,BAAC200,5068,1966,GraduationRates_GR_
2020,BAAC200,5094,1963,GraduationRates_GR_
2019,BAAC200,5130,1971,GraduationRates_GR_
2018,BAAC200,5301,2027,GraduationRates_GR_
2017,BAAC200,5534,2066,GraduationRates_GR_
2016,BAAC200,5652,2085,GraduationRates_GR_
2015,BAAC200,5922,2136,GraduationRates_GR_
2014,BAAC200,5976,2134,GraduationRates_GR_
2013,BAAC200,5851,2149,GraduationRates_GR_
2012,BAAC200,5897,2111,GraduationRates_GR_
2011,BAAC200,5838,2061,GraduationRates_GR_
2010,BAAC200,5724,1999,GraduationRates_GR_
2009,BAAC200,5694,2018,GraduationRates_GR_
2008,BAAC200,5605,1934,GraduationRates_GR_
2021,BAAEXCL,5068,1966,GraduationRates_GR_
2020,BAAEXCL,5094,1963,GraduationRates_GR_
2019,BAAEXCL,5130,1971,GraduationRates_GR_
2018,BAAEXCL,5301,2027,GraduationRates_GR_
2017,BAAEXCL,5534,2066,GraduationRates_GR_
2016,BAAEXCL,5652,2085,GraduationRates_GR_
2015,BAAEXCL,5922,2136,GraduationRates_GR_
2014,BAAEXCL,5976,2134,GraduationRates_GR_
2013,BAAEXCL,5851,2149,GraduationRates_GR_
2012,BAAEXCL,5897,2111,GraduationRates_GR_
2011,BAAEXCL,5838,2061,GraduationRates_GR_
2010,BAAEXCL,5724,1999,GraduationRates_GR_
2009,BAAEXCL,5694,2018,GraduationRates_GR_
2008,BAAEXCL,5605,1934,GraduationRates_GR_
2021,BAEXCLU,5068,1966,GraduationRates_GR_
2020,BAEXCLU,5094,1963,GraduationRates_GR_
2019,BAEXCLU,5130,1971,GraduationRates_GR_
2018,BAEXCLU,5301,2027,GraduationRates_GR_
2017,BAEXCLU,5534,2066,GraduationRates_GR_
2016,BAEXCLU,5652,2085,GraduationRates_GR_
2015,BAEXCLU,5922,2136,GraduationRates_GR_
2014,BAEXCLU,5976,2134,GraduationRates_GR_
2013,BAEXCLU,5851,2149,GraduationRates_GR_
2012,BAEXCLU,5897,2111,GraduationRates_GR_
2011,BAEXCLU,5838,2061,GraduationRates_GR_
2010,BAEXCLU,5724,1999,GraduationRates_GR_
2009,BAEXCLU,5694,2018,GraduationRates_GR_
2008,BAEXCLU,5605,1934,GraduationRates_GR_
2021,BAGR100,5068,1966,GraduationRates_GR_
2020,BAGR100,5094,1963,GraduationRates_GR_
2019,BAGR100,5130,1971,GraduationRates_GR_
2018,BAGR100,5301,2027,GraduationRates_GR_
2017,BAGR100,5534,2066,GraduationRates_GR_
2016,BAGR100,5652,2085,GraduationRates_GR_
2015,BAGR100,5922,2136,GraduationRates_GR_
2014,BAGR100,5976,2134,GraduationRates_GR_
2013,BAGR100,5851,2149,GraduationRates_GR_
2012,BAGR100,5897,2111,GraduationRates_GR_
2011,BAGR100,5838,2061,GraduationRates_GR_
2010,BAGR100,5724,1999,GraduationRates_GR_
2009,BAGR100,5694,2018,GraduationRates_GR_
2008,BAGR100,5605,1934,GraduationRates_GR_
2021,BAGR150,5068,1966,GraduationRates_GR_
2020,BAGR150,5094,1963,GraduationRates_GR_
2019,BAGR150,5130,1971,GraduationRates_GR_
2018,BAGR150,5301,2027,GraduationRates_GR_
2017,BAGR150,5534,2066,GraduationRates_GR_
2016,BAGR150,5652,2085,GraduationRates_GR_
2015,BAGR150,5922,2136,GraduationRates_GR_
2014,BAGR150,5976,2134,GraduationRates_GR_
2013,BAGR150,5851,2149,GraduationRates_GR_
2012,BAGR150,5897,2111,GraduationRates_GR_
2011,BAGR150,5838,2061,GraduationRates_GR_
2010,BAGR150,5724,1999,GraduationRates_GR_
2009,BAGR150,5694,2018,GraduationRates_GR_
2008,BAGR150,5605,1934,GraduationRates_GR_
2021,BAGR200,5068,1966,GraduationRates_GR_
2020,BAGR200,5094,1963,GraduationRates_GR_
2019,BAGR200,5130,1971,GraduationRates_GR_
2018,BAGR200,5301,2027,GraduationRates_GR_
2017,BAGR200,5534,2066,GraduationRates_GR_
2016,BAGR200,5652,2085,GraduationRates_GR_
2015,BAGR200,5922,2136,GraduationRates_GR_
2014,BAGR200,5976,2134,GraduationRates_GR_
2013,BAGR200,5851,2149,GraduationRates_GR_
2012,BAGR200,5897,2111,GraduationRates_GR_
2011,BAGR200,5838,2061,GraduationRates_GR_
2010,BAGR200,5724,1999,GraduationRates_GR_
2009,BAGR200,5694,2018,GraduationRates_GR_
2008,BAGR200,5605,1934,GraduationRates_GR_
2021,BANC100,5068,1966,GraduationRates_GR_
2020,BANC100,5094,1963,GraduationRates_GR_
2019,BANC100,5130,1971,GraduationRates_GR_
2018,BANC100,5301,2027,GraduationRates_GR_
2017,BANC100,5534,2066,GraduationRates_GR_
2016,BANC100,5652,2085,GraduationRates_GR_
2015,BANC100,5922,2136,GraduationRates_GR_
2014,BANC100,5976,2134,GraduationRates_GR_
